x,y
0.0,0.0
0.00390625,3.9062500000166446e-05
0.0078125,7.912789106491523e-05
0.01171875,0.00012022192143072416
0.015625,0.00016237100039458413
0.01953125,0.0002056022152860742
0.0234375,0.0002499433488751778
0.02734375,0.00029542289722702764
0.03125,0.00034207008801505324
0.03515625,0.0003899148993043007
0.0390625,0.0004389880788169955
0.04296875,0.0004893211636927294
0.046875,0.0005409465007559711
0.05078125,0.0005938972673039247
0.0546875,0.0006482074924280958
0.05859375,0.0007039120788832687
0.0625,0.0007610468255179465
0.06640625,0.0008196484502806716
0.0703125,0.0008797546138170105
0.07421875,0.0009414039436723681
0.078125,0.0010046360591161841
0.08203125,0.0010694915966034683
0.0859375,0.0011360122358900332
0.08984375,0.0012042407268182114
0.09375,0.0012742209167902684
0.09765625,0.001345997778947169
0.1015625,0.001419617441070805
0.10546875,0.00149512721522826
0.109375,0.00157257562817716
0.11328125,0.0016520124525516522
0.1171875,0.0017334887388490536
0.12109375,0.0018170568482377232
0.125,0.001902770486207246
0.12890625,0.0019906847370825508
0.1328125,0.002080856099424145
0.13671875,0.0021733425223372134
0.140625,0.00226820344271292
0.14453125,0.002365499823425841
0.1484375,0.002465294192512081
0.15234375,0.002567650683353247
0.15625,0.0026726350758921073
0.16015625,0.0027803148389064203
0.1640625,0.0028907591733681047
0.16796875,0.0030040390569156103
0.171875,0.0031202272894680755
0.17578125,0.003239398540010582
0.1796875,0.0033616293945805745
0.18359375,0.003486998405486285
0.1875,0.003615586141788791
0.19140625,0.0037474752410801507
0.1953125,0.0038827504625908913
0.19921875,0.0040214987416609775
0.203125,0.004163809245609271
0.20703125,0.004309773431037381
0.2109375,0.004459485102604736
0.21484375,0.004613040473312647
0.21875,0.004770538226336102
0.22265625,0.004932079578443035
0.2265625,0.005097768345041817
0.23046875,0.005267711006898786
0.234375,0.005442016778568669
0.23828125,0.005620797678581901
0.2421875,0.005804168601433931
0.24609375,0.005992247391422772
0.25,0.006185154918382275
0.25390625,0.006383015155359763
0.2578125,0.006585955258287972
0.26171875,0.0067941056477024845
0.265625,0.0070076000925571825
0.26953125,0.007226575796191576
0.2734375,0.0074511734845052555
0.27734375,0.007681537496396143
0.28125,0.00791781587652065
0.28515625,0.008160160470435359
0.2890625,0.008408727022181386
0.29296875,0.008663675274374111
0.296875,0.008925169070862615
0.30078125,0.009193376462024805
0.3046875,0.009468469812765886
0.30859375,0.009750625913289573
0.3125,0.010040026092713263
0.31640625,0.010336856335600155
0.3203125,0.010641307401483216
0.32421875,0.010953574947457806
0.328125,0.011273859653921756
0.33203125,0.011602367353543688
0.3359375,0.011939309163542477
0.33984375,0.012284901621362847
0.34375,0.012639366823834318
0.34765625,0.013002932569902908
0.3515625,0.013375832507027341
0.35546875,0.013758306281333824
0.359375,0.014150599691625904
0.36328125,0.014552964847348379
0.3671875,0.014965660330606768
0.37109375,0.015388951362346477
0.375,0.015823109972798448
0.37890625,0.016268415176300836
0.3828125,0.016725153150609053
0.38671875,0.01719361742080942
0.390625,0.017674109047954634
0.39453125,0.01816693682254224
0.3984375,0.0186724174629605
0.40234375,0.019190875819029132
0.40625,0.019722645080765783
0.41015625,0.02026806699251237
0.4140625,0.020827492072558875
0.41796875,0.021401279838405816
0.421875,0.02198979903781006
0.42578125,0.022593427885762532
0.4296875,0.02321255430755009
0.43359375,0.023847576188057773
0.4375,0.02449890162747164
0.44140625,0.025166949203546514
0.4453125,0.025852148240607206
0.44921875,0.026554939085456072
0.453125,0.027275773390364234
0.45703125,0.0280151144033283
0.4609375,0.028773437265779155
0.46484375,0.029551229317934132
0.46875,0.030348990411988786
0.47265625,0.03116723323334956
0.4765625,0.032006483630113804
0.48046875,0.03286728095100882
0.484375,0.03375017839200722
0.48828125,0.034655743351841226
0.4921875,0.03558455779664452
0.49609375,0.03653721863395582
0.5,0.03751433809632474
0.50390625,0.03851654413476624
0.5078125,0.03954448082231671
0.51171875,0.04059880876795092
0.515625,0.041680205541125906
0.51953125,0.04278936610722456
0.5234375,0.04392700327417883
0.52734375,0.04509384815055954
0.53125,0.04629065061542719
0.53515625,0.04751817980024571
0.5390625,0.04877722458316889
